"Occupation Title","SOC Code","Employment 2016 (thousands)","Employment 2026 (thousands)","Employment change, 2016-2026 (thousands)","Employment change, 2016-2026 (percent)","Occupational openings, 2016-2026 annual average (thousands)","2017 median annual wage","Typical entry-level education","Education Code","Work experience in a related occupation","Workex Code","Typical on-the-job training","trCode"
"Textile bleaching and dyeing machine operators and tenders    * Cloth Dyer* Dye Range Operator* Rug Dyer* Skein Yarn Dyer* Yarn Dyer","=""51-6061""","11.3","9.2","-2.0","-18.1","1.0","28,280","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Textile cutting machine setters, operators, and tenders    * Bedspread Cutter* Canvas Cutter* Cloth Cutter* Industrial Fabric Cutter* Textile Slitting Machine Operator* Twill Cutter* Upholstery Cutter* Welt Trimming Machine Operator","=""51-6062""","15.0","12.6","-2.4","-15.8","1.6","26,890","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Textile knitting and weaving machine setters, operators, and tenders    * Crochet Machine Operator* Jacquard Loom Weaver* Knitter Operator* Knitting Machine Operator* Loom Operator* Looping Machine Operator* Warp Knitting Machine Operator","=""51-6063""","22.2","17.9","-4.3","-19.3","2.1","27,960","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Textile winding, twisting, and drawing out machine setters, operators, and tenders    * Rope Machine Setter* Roving Winder* Silk Winding Machine Operator* Twister Operator* Winder Operator","=""51-6064""","30.8","25.6","-5.2","-16.8","2.6","28,270","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Textile, apparel, and furnishings workers, all other    * Apparel Embroidery Digitizer* Feltmaker* Hat Blocking Machine Operator* Swatch Maker* Tassel Making Machine Operator","=""51-6099""","16.3","15.7","-0.7","-4.1","1.8","26,670","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Therapists, all other    * Art Therapist* Auriculotherapist* Educational Therapist* Hydrotherapist* Music Therapist* Peripatologist","=""29-1129""","24.1","28.9","4.8","19.9","1.9","53,850","Bachelor's degree","3","None","4","None","6"
"Tile and marble setters    * Ceramic Tile Installer* Hard Tile Setter* Marble Ceiling Installer* Parquet Floor Layer* Tile Installer* Tile Mason* Wood Tile Installer","=""47-2044""","58.3","64.0","5.6","9.7","5.7","41,680","No formal educational credential","8","None","4","Long-term on-the-job training","3"
"Timing device assemblers and adjusters    * Digital Watch Assembler* Electrical Timing Device Calibrator* Marine Chronometer Assembler* Time Stamp Assembler","=""51-2093""","0.8","0.6","-0.2","-20.1","0.1","34,800","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Tire builders    * Auto Tire Recapper* Retreader* Tire Finisher* Tire Molder* Tire Retreader","=""51-9197""","22.3","19.6","-2.7","-12.1","2.1","40,230","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Tire repairers and changers    * Auto Tire Worker* Tire Balancer* Tire Fixer* Tire Mechanic* Tire Mounter* Tire Servicer* Tire Technician","=""49-3093""","111.7","112.5","0.8","0.7","13.8","26,710","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Title examiners, abstractors, and searchers    * Abstract Searcher* Abstract Writer* Advisory Title Officer* Escrow Officer* Land Title Examiner* Lease Examiner* Lien Searcher* Title Agent* Title Checker* Title Examiner* Title Inspector* Title Investigator* Title Officer* Title Searcher","=""23-2093""","69.0","72.0","3.0","4.4","6.0","46,850","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Tool and die makers    * Jig Bore Tool Maker* Metal Die Finisher* Metal Gauge Maker* Plastic Die Maker Apprentice* Tool Maker* Toolmaker","=""51-4111""","72.5","67.3","-5.2","-7.2","6.0","52,480","Postsecondary nondegree award","5","None","4","Long-term on-the-job training","3"
"Tool grinders, filers, and sharpeners    * Tool Grinder* Tool Grinding Machine Operator* Tool Sharpener* Tool Straightener","=""51-4194""","9.5","9.2","-0.3","-3.5","1.1","36,390","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Tour guides and escorts    * Historical Interpreter* Historical Site Guide* Museum Docent* Museum Guide* Sightseeing Guide* Tourist Escort* Tourist Guide","=""39-7011""","45.8","50.6","4.7","10.3","8.7","N/A","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Traffic technicians    * Highway Traffic Control Technician* Traffic Engineering Technician* Traffic Signal Technician* Transportation Planning Technician* Transportation Technician","=""53-6041""","6.6","7.2","0.6","9.1","0.8","45,670","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Training and development managers    * E-Learning Manager* Employee Development Director* Employee Development Manager* Labor Training Manager","=""11-3131""","34.5","38.1","3.6","10.3","3.5","108,250","Bachelor's degree","3","5 years or more","1","None","6"
"Training and development specialists    * Computer Training Specialist* Corporate Trainer* Employee Development Specialist* Job Training Specialist* Training Coordinator* Training Specialist* Workforce Development Specialist","=""13-1151""","282.8","315.3","32.5","11.5","31.7","60,360","Bachelor's degree","3","Less than 5 years","2","None","6"
"Transit and railroad police    * Railroad Detective* Railroad Police Officer* Track Patrol* Transit Authority Police* Transit Police Officer","=""33-3052""","4.9","5.3","0.3","6.3","0.4","70,280","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Transportation attendants, except flight attendants    * Dining Car Steward* Ship Steward* Sleeping Car Service Attendant* Train Attendant","=""53-6061""","18.5","20.0","1.6","8.4","2.7","27,830","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Transportation inspectors    * Aircraft Inspector* Aircraft Landing Gear Inspector* Aircraft Quality Control Inspector* Airworthiness Safety Inspector* Freight Inspector* Locomotive Inspector* Motor Vehicle Emissions Inspector* Railroad Car Inspector* Railroad Inspector* School Bus Inspector* Transit Vehicle Inspector","=""53-6051""","28.2","29.8","1.7","5.9","2.9","72,140","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Transportation security screeners    * Airport Baggage Screener* Airport Security Screener* Flight Security Specialist* Transportation Security Administration (TSA) Screener* Transportation Security Officer","=""33-9093""","46.1","47.3","1.2","2.6","4.2","40,580","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Transportation workers, all other    * Airplane Refueler* Pedicab Driver* Rickshaw Driver","=""53-6099""","38.0","41.2","3.1","8.3","4.8","36,760","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Transportation, storage, and distribution managers    * Airport Manager* Cold Storage Supervisor* Distribution Center Manager* Logistics Manager* Logistics Supply Officer* Marine Oil Terminal Superintendent* Traffic Safety Administrator* Transportation Manager* Warehouse Manager* Warehouse Operations Manager","=""11-3071""","115.5","123.3","7.8","6.7","9.7","92,460","High school diploma or equivalent","7","5 years or more","1","None","6"
"Travel agents    * Auto Travel Counselor* Certified Corporate Travel Executive* Certified Travel Counselor* Corporate Travel Expert* Travel Agent* Travel Consultant* Travel Counselor* Travel Service Consultant","=""41-3041""","81.7","72.2","-9.5","-11.7","7.8","36,990","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Travel guides    * Cruise Director* River Expedition Guide* Tour Coordinator* Tour Director* Travel Guide","=""39-7012""","3.6","3.8","0.2","4.9","0.6","N/A","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Tree trimmers and pruners    * Pruner* Tree Pruner* Tree Specialist* Tree Surgeon* Tree Trimmer","=""37-3013""","54.5","60.9","6.4","11.7","7.5","36,460","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Umpires, referees, and other sports officials    * Athletic Events Scorer* Baseball Umpire* Diving Judge* Dressage Judge* Equestrian Events Judge* Handicapper* Horse Show Judge* Paddock Judge* Pit Steward* Placing Judge* Race Starter","=""27-2023""","21.1","22.7","1.6","7.6","3.0","26,800","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Upholsterers    * Aircraft Seat Upholsterer* Auto Upholsterer* Chair Upholsterer* Dining Chair Seat Cushion Trimmer* Furniture Upholsterer* Seating Upholsterer","=""51-6093""","41.6","41.8","0.1","0.3","4.2","33,660","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Urban and regional planners    * City Planner* Community Development Planner* Regional Planner* Urban Planner","=""19-3051""","36.0","40.6","4.6","12.8","3.5","71,490","Master's degree","2","None","4","None","6"
"Ushers, lobby attendants, and ticket takers    * Drive-In Theater Attendant* Lobby Attendant* Theater Usher* Ticket Attendant* Ticket Collector* Usher","=""39-3031""","117.7","126.4","8.8","7.5","30.5","20,820","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Veterinarians    * Animal Pathologist* Animal Surgeon* Doctor of Veterinary Medicine* Doctor of Veterinary Medicine (DVM)* Equine Veterinarian* Large Animal Veterinarian* Poultry Pathologist* Public Health Veterinarian* Small Animal Veterinarian* Veterinary Medicine Scientist* Wildlife Veterinarian","=""29-1131""","79.6","94.6","15.0","18.8","4.5","90,420","Doctoral or professional degree","1","None","4","None","6"
"Veterinary assistants and laboratory animal caretakers    * Laboratory Animal Caretaker* Veterinarian Assistant* Veterinarian Helper* Veterinary Attendant","=""31-9096""","83.8","100.0","16.3","19.4","15.5","26,140","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Veterinary technologists and technicians    * Certified Veterinary Technician* LVT* Licensed Veterinary Technician* Registered Veterinary Technician* Veterinary Lab Tech* Veterinary Laboratory Technician* Veterinary Surgery Technician* Veterinary Surgery Technologist* Veterinary Technologist* Veterinary X-Ray Operator","=""29-2056""","102.0","122.4","20.4","20.0","10.7","33,400","Associate's degree","4","None","4","None","6"
"Vocational education teachers, postsecondary    * Architectural Drafting Instructor* Aviation Maintenance Instructor* Barbering Instructor* Barbering Teacher* Building Trades Instructor* Carpentry Instructor* Commercial Art Instructor* Computer Repair Instructor* Computer-Aided Drafting and Design Instructor* Cosmetology Professor* Electrical Technology Instructor* Electronics Technology Instructor* Industrial Electrical Technology Instructor* Industrial Maintenance Instructor* Machine Tool Technician Instructor* Masonry Instructor* Massage Therapy Instructor* Mechanical Maintenance Instructor* Paralegal Instructor* Postsecondary Career and Technical Education Teacher* Residential Construction Instructor* Skin Care Instructor* Upholstery Instructor* Vocational Horticulture Instructor* Welding Instructor","=""25-1194""","128.0","129.8","1.7","1.4","9.8","51,600","Bachelor's degree","3","Less than 5 years","2","None","6"
"Waiters and waitresses    * Cocktail Server* Cocktail Waitress* Dining Car Server* Restaurant Server* Wine Steward","=""35-3031""","2,600.5","2,783.0","182.5","7.0","522.7","20,820","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Watch repairers    * Antique Clock Repairer* Chronometer Repairer* Clock Repair Technician* Clockmaker* Clocksmith* Horologist* Time Piece Repairer* Watchmaker","=""49-9064""","1.8","1.2","-0.5","-29.7","0.1","35,770","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3"
"Water and wastewater treatment plant and system operators    * Industrial Waste Treatment Technician* Lead Sewage Plant Operator* Liquid Waste Treatment Plant Operator* Sewage Plant Operator* Waste Treatment Operator* Wastewater Operator* Water Plant Operator* Water Treatment Technician","=""51-8031""","119.2","115.4","-3.8","-3.2","9.2","46,150","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3"
"Web developers    * Internet Application Developer* Internet Developer* Intranet Developer* Web Content Developer* Web Designer* Web Developer","=""15-1134""","162.9","187.2","24.4","15.0","14.6","67,990","Associate's degree","4","None","4","None","6"
"Weighers, measurers, checkers, and samplers, recordkeeping    * Bean Weigher* Cheese Weigher* Freight Checker* Sample Checker* Scale Attendant* Scale Clerk* Scale Operator* Warehouse Checker* Weighing Station Operator* Wool Sampler","=""43-5111""","75.9","77.3","1.4","1.8","7.6","30,180","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Welders, cutters, solderers, and brazers    * Aluminum Welder* Arc Welder* Brazer* Certified Maintenance Welder* Cutting Torch Operator* Pipe Welder* Silver Solderer* Sub Arc Operator* Welder Fitter* Wire Welder","=""51-4121""","404.8","427.3","22.5","5.6","45.8","40,240","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
